n70,g97,g2
n65,g83,g64
n6,g63,g81
n35,g57,g21
n4,g59,g20
n32,g15,g4
n72,g91,g40
n74,g24,g90
n26,g45,g39
n21,g25,g13
n60,g61,g25
n20,g14,g96
n73,g87,g10
n51,g5,g76
n69,g33,g45
n71,g18,g46
n28,g75,g25
n77,g33,g95
n14,g8,g95
n45,g83,g73
n39,g1,g52
n5,g68,g32
n23,g29,g4
n24,g41,g57
n54,g14,g39
n16,g92,g96
n17,g5,g34
n18,g3,g54
n63,g88,g96
n9,g79,g46
n25,g27,g77
n30,g19,g63
n31,g44,g91
n10,g74,g28
n43,g64,g71
n68,g84,g1
n34,g94,g51
n8,g71,g14
n79,g36,g87
n53,g84,g67
n55,g76,g96
n38,g19,g77
n33,g63,g67
n62,g66,g1
n11,g37,g0
n27,g22,g45
n50,g31,g93
n44,g42,g58
n12,g14,g72
n67,g5,g4
n75,g65,g81
n80,g27,g61
n0,g66,g87
n22,g50,g83
n58,g2,g46
n36,g62,g95
n42,g84,g16
n61,g12,g40
n78,g67,g83
n3,g84,g42
n29,g55,g7
n47,g79,g68
n49,g13,g9
n52,g76,g7
n59,g35,g24
n57,g8,g97
n66,g29,g20
n37,g32,g28
n13,g20,g36
n40,g54,g31
n19,g52,g10
n46,g98,g38
n7,g81,g13
n15,g17,g57
n48,g71,g4
n41,g94,g11
n76,g44,g33
n64,g95,g87
n56,g2,g5
n2,g44,g59
n1,g42,g28
