n70,g98,g6
n65,g27,g79
n6,g49,g30
n35,g54,g35
n4,g69,g17
n32,g63,g13
n72,g36,g95
n26,g88,g84
n21,g24,g1
n60,g74,g18
n20,g9,g51
n73,g69,g45
n51,g96,g8
n69,g2,g27
n71,g40,g22
n28,g37,g71
n14,g4,g64
n45,g88,g31
n39,g25,g43
n5,g28,g62
n23,g21,g64
n24,g36,g86
n54,g44,g92
n16,g18,g56
n17,g56,g62
n18,g10,g3
n63,g41,g64
n9,g11,g29
n25,g58,g69
n30,g14,g98
n31,g72,g15
n10,g15,g14
n43,g32,g72
n68,g54,g99
n34,g43,g28
n8,g18,g87
n53,g7,g97
n55,g12,g25
n38,g59,g79
n33,g50,g7
n62,g33,g41
n11,g40,g85
n27,g93,g12
n50,g12,g44
n44,g16,g92
n12,g10,g35
n67,g15,g78
n0,g46,g98
n22,g6,g32
n58,g54,g63
n36,g63,g24
n42,g60,g95
n61,g88,g2
n3,g19,g56
n29,g12,g49
n47,g65,g66
n49,g95,g47
n52,g81,g43
n59,g49,g2
n57,g97,g25
n66,g79,g11
n37,g91,g22
n13,g35,g48
n40,g41,g50
n19,g29,g89
n46,g1,g47
n7,g97,g4
n15,g83,g61
n48,g86,g70
n41,g89,g8
n64,g51,g64
n56,g7,g49
n2,g8,g97
n1,g1,g72
