n0,g68,g47
n1,g10,g37
n2,g11,g58
n3,g26,g44
n4,g33,g72
n5,g13,g8
n6,g87,g38
n7,g13,g66
n8,g33,g95
n9,g96,g31
n10,g89,g98
n11,g27,g76
n12,g61,g72
n13,g50,g77
n14,g98,g34
n15,g94,g60
n16,g1,g79
n17,g69,g59
n18,g87,g79
n19,g42,g92
n20,g31,g23
n21,g25,g75
n22,g18,g64
n23,g36,g77
n24,g89,g38
n25,g53,g6
n26,g60,g89
n27,g19,g49
n28,g82,g36
n29,g6,g11
n30,g0,g49
n31,g92,g22
n32,g25,g29
n33,g74,g67
n34,g24,g9
n35,g69,g65
n36,g81,g92
n37,g23,g97
n38,g71,g95
n39,g20,g9
n40,g62,g69
n41,g94,g68
n42,g80,g18
n43,g44,g95
n44,g70,g49
n45,g13,g85
n46,g2,g57
n47,g38,g16
n48,g84,g40
n49,g81,g0
n50,g63,g87
n51,g24,g2
n52,g10,g21
n53,g52,g54
n54,g41,g77
n55,g32,g81
n56,g77,g24
n57,g29,g95
n58,g80,g53
n59,g37,g55
n60,g10,g77
n61,g10,g24
n62,g82,g91
n63,g70,g51
n64,g0,g37
n65,g58,g59
n66,g74,g65
n67,g44,g93
n68,g1,g78
n69,g42,g71
