n0,g23,g67
n1,g35,g16
n2,g87,g66
n3,g37,g36
n4,g48,g49
n5,g41,g96
n6,g26,g49
n7,g98,g7
n8,g73,g7
n9,g71,g26
n10,g33,g52
n11,g4,g2
n12,g10,g84
n13,g97,g39
n14,g50,g40
n15,g69,g37
n16,g4,g27
n17,g95,g36
n18,g12,g32
n19,g71,g85
n20,g45,g24
n21,g54,g20
n22,g65,g21
n23,g71,g7
n24,g7,g26
n25,g72,g14
n26,g92,g76
n27,g72,g10
n28,g68,g63
n29,g21,g99
n30,g80,g95
n31,g81,g2
n32,g40,g29
n33,g58,g22
n34,g62,g23
n35,g40,g53
n36,g52,g26
n37,g85,g75
n38,g24,g10
n39,g63,g57
n40,g42,g37
n41,g31,g81
n42,g36,g74
n43,g5,g89
n44,g42,g49
n45,g11,g43
n46,g9,g47
n47,g14,g83
n48,g29,g46
n49,g75,g32
n50,g69,g64
n51,g30,g93
n52,g2,g21
n53,g46,g73
n54,g37,g49
n55,g8,g89
n56,g7,g33
n57,g9,g72
n58,g60,g66
n59,g74,g27
n60,g57,g3
n61,g64,g49
n62,g14,g32
n63,g27,g13
n64,g30,g88
