n70,g45,g49
n65,g86,g93
n6,g4,g70
n35,g64,g65
n4,g22,g99
n32,g92,g4
n72,g2,g78
n74,g42,g7
n26,g31,g21
n21,g1,g98
n60,g85,g26
n20,g22,g67
n73,g38,g54
n51,g30,g94
n69,g31,g80
n71,g32,g58
n28,g15,g9
n14,g70,g88
n45,g6,g88
n39,g54,g11
n5,g13,g89
n23,g34,g71
n24,g88,g16
n54,g3,g88
n16,g70,g80
n17,g44,g3
n18,g27,g2
n63,g40,g47
n9,g7,g87
n25,g17,g71
n30,g97,g4
n31,g28,g73
n10,g59,g76
n43,g62,g79
n68,g18,g48
n34,g89,g16
n8,g14,g84
n53,g51,g80
n55,g82,g8
n38,g38,g68
n33,g6,g7
n62,g48,g34
n11,g83,g1
n27,g21,g1
n50,g78,g91
n44,g81,g87
n12,g63,g87
n67,g49,g57
n75,g80,g11
n0,g80,g27
n22,g73,g79
n58,g89,g20
n36,g8,g27
n42,g47,g2
n61,g75,g6
n3,g13,g67
n29,g48,g16
n47,g76,g84
n49,g16,g14
n52,g4,g78
n59,g3,g17
n57,g73,g74
n66,g5,g72
n37,g26,g37
n13,g10,g52
n40,g70,g98
n19,g49,g15
n46,g38,g4
n7,g15,g72
n15,g31,g2
n48,g84,g58
n41,g74,g23
n76,g60,g89
n64,g18,g81
n56,g74,g58
n2,g88,g12
n1,g63,g93
