n70,g90,g4
n65,g7,g10
n6,g5,g18
n35,g8,g99
n4,g64,g33
n32,g98,g72
n72,g47,g31
n74,g34,g63
n26,g9,g47
n21,g75,g10
n60,g14,g12
n20,g4,g97
n73,g96,g13
n51,g7,g92
n69,g10,g28
n71,g64,g19
n28,g39,g63
n77,g9,g48
n14,g73,g0
n45,g20,g65
n39,g21,g48
n5,g49,g42
n23,g55,g9
n24,g53,g75
n54,g54,g18
n16,g7,g0
n17,g37,g79
n18,g20,g33
n63,g38,g90
n9,g64,g75
n25,g85,g99
n30,g42,g76
n31,g80,g67
n10,g71,g62
n43,g94,g78
n68,g34,g93
n34,g27,g13
n8,g55,g42
n53,g78,g57
n55,g11,g23
n38,g70,g2
n33,g73,g17
n62,g12,g26
n11,g7,g46
n27,g91,g34
n50,g68,g95
n44,g69,g72
n12,g84,g18
n67,g98,g84
n75,g88,g48
n0,g10,g3
n22,g51,g15
n58,g71,g89
n36,g91,g16
n42,g11,g29
n61,g56,g26
n3,g62,g24
n29,g61,g36
n47,g29,g24
n49,g82,g78
n52,g89,g50
n59,g79,g52
n57,g70,g29
n66,g3,g69
n37,g52,g14
n13,g52,g46
n40,g12,g60
n19,g8,g28
n46,g8,g30
n7,g46,g47
n15,g92,g58
n48,g68,g82
n41,g9,g54
n76,g64,g12
n64,g16,g82
n56,g12,g24
n2,g69,g84
n1,g66,g26
