n0,g59,g83
n1,g71,g62
n2,g80,g36
n3,g91,g79
n4,g10,g8
n5,g0,g30
n6,g23,g97
n7,g64,g71
n8,g38,g15
n9,g45,g31
n10,g23,g19
n11,g10,g74
n12,g67,g81
n13,g57,g54
n14,g41,g94
n15,g64,g28
n16,g92,g34
n17,g88,g14
n18,g55,g71
n19,g92,g16
n20,g93,g59
n21,g39,g40
n22,g5,g8
n23,g34,g33
n24,g69,g58
n25,g38,g85
n26,g6,g29
n27,g36,g12
n28,g3,g63
n29,g72,g35
n30,g87,g67
n31,g33,g55
n32,g7,g41
n33,g13,g75
n34,g74,g54
n35,g51,g58
n36,g20,g68
n37,g91,g94
n38,g46,g12
n39,g73,g96
n40,g77,g0
n41,g89,g59
n42,g21,g16
n43,g99,g88
n44,g26,g54
n45,g11,g1
n46,g66,g38
n47,g15,g45
n48,g36,g33
n49,g9,g73
n50,g53,g82
n51,g77,g98
