n0,g42,g4
n1,g16,g44
n2,g91,g35
n3,g95,g88
n4,g0,g87
n5,g2,g30
n6,g8,g84
n7,g56,g10
n8,g71,g98
n9,g64,g68
n10,g76,g58
n11,g12,g70
n12,g46,g67
n13,g23,g53
n14,g85,g94
n15,g74,g25
n16,g87,g66
n17,g25,g12
n18,g88,g50
n19,g73,g84
n20,g99,g83
n21,g30,g52
n22,g60,g89
n23,g78,g80
n24,g54,g83
n25,g1,g97
n26,g90,g29
n27,g2,g71
n28,g8,g39
n29,g27,g12
n30,g54,g48
n31,g47,g41
n32,g37,g49
n33,g30,g17
n34,g90,g24
n35,g60,g26
n36,g70,g26
n37,g22,g84
n38,g38,g80
n39,g91,g92
n40,g59,g21
n41,g33,g53
n42,g34,g3
n43,g36,g12
n44,g59,g2
n45,g96,g30
n46,g49,g55
n47,g47,g77
n48,g35,g13
n49,g51,g3
n50,g83,g44
n51,g69,g60
n52,g55,g52
n53,g63,g2
n54,g61,g12
n55,g19,g53
n56,g7,g99
n57,g70,g3
n58,g87,g44
n59,g23,g62
n60,g18,g11
n61,g53,g46
n62,g96,g55
