n0,g48,g19
n1,g32,g59
n2,g37,g65
n3,g64,g92
n4,g7,g98
n5,g27,g68
n6,g83,g47
n7,g66,g0
n8,g17,g87
n9,g76,g52
n10,g4,g40
n11,g52,g80
n12,g34,g56
n13,g5,g64
n14,g54,g48
n15,g73,g79
n16,g41,g20
n17,g7,g57
n18,g3,g96
n19,g58,g30
n20,g67,g56
n21,g76,g65
n22,g23,g28
n23,g59,g1
n24,g41,g38
n25,g55,g68
n26,g42,g25
n27,g88,g37
n28,g23,g13
n29,g23,g72
n30,g47,g30
n31,g41,g22
n32,g81,g18
n33,g54,g10
n34,g83,g9
n35,g17,g54
n36,g90,g4
n37,g50,g26
n38,g91,g33
n39,g97,g59
n40,g37,g78
n41,g91,g60
n42,g8,g52
n43,g51,g71
n44,g5,g42
n45,g19,g18
n46,g76,g58
n47,g77,g3
n48,g50,g70
n49,g54,g45
n50,g40,g83
n51,g11,g51
n52,g68,g56
n53,g85,g84
n54,g47,g14
n55,g80,g79
n56,g1,g80
n57,g61,g42
n58,g6,g36
n59,g90,g27
n60,g11,g64
