n0,g93,g41
n1,g5,g19
n2,g45,g34
n3,g10,g51
n4,g65,g93
n5,g79,g57
n6,g98,g77
n7,g47,g70
n8,g15,g88
n9,g49,g75
n10,g56,g60
n11,g55,g18
n12,g17,g80
n13,g67,g90
n14,g69,g24
n15,g50,g35
n16,g29,g63
n17,g99,g90
n18,g73,g30
n19,g89,g4
n20,g14,g32
n21,g42,g91
n22,g68,g38
n23,g2,g77
n24,g97,g42
n25,g26,g11
n26,g86,g16
n27,g57,g90
n28,g1,g83
n29,g81,g34
n30,g70,g56
n31,g15,g35
n32,g38,g15
n33,g40,g93
n34,g20,g85
n35,g56,g64
n36,g45,g26
n37,g17,g59
n38,g60,g68
n39,g97,g92
n40,g67,g27
n41,g0,g54
n42,g56,g81
n43,g55,g86
n44,g70,g46
n45,g48,g58
n46,g64,g26
n47,g79,g49
n48,g97,g58
n49,g76,g66
n50,g70,g62
n51,g42,g29
n52,g64,g0
n53,g37,g44
n54,g96,g14
n55,g22,g11
n56,g80,g36
n57,g88,g96
n58,g30,g89
n59,g38,g97
n60,g78,g50
