n70,g4,g98
n65,g0,g69
n6,g48,g14
n35,g72,g97
n4,g16,g66
n32,g7,g54
n72,g97,g50
n74,g59,g44
n26,g92,g22
n21,g25,g68
n60,g92,g82
n20,g11,g63
n73,g74,g4
n51,g33,g15
n69,g78,g43
n71,g94,g58
n28,g93,g75
n77,g23,g62
n14,g48,g93
n45,g73,g41
n39,g40,g57
n5,g61,g13
n23,g97,g83
n24,g26,g10
n54,g9,g81
n16,g5,g2
n17,g70,g29
n18,g8,g28
n63,g67,g60
n9,g99,g51
n25,g99,g63
n30,g65,g17
n31,g73,g30
n10,g82,g76
n43,g80,g87
n68,g79,g32
n34,g12,g25
n8,g35,g57
n53,g77,g2
n55,g28,g85
n38,g17,g1
n33,g71,g69
n62,g49,g93
n11,g9,g69
n27,g96,g58
n50,g88,g67
n44,g91,g83
n12,g35,g40
n67,g48,g96
n75,g77,g32
n0,g76,g21
n22,g37,g72
n58,g52,g62
n36,g29,g42
n42,g24,g77
n61,g95,g64
n3,g29,g76
n29,g10,g19
n47,g15,g59
n49,g1,g68
n52,g83,g60
n59,g1,g33
n57,g35,g64
n66,g30,g9
n37,g23,g70
n13,g35,g73
n40,g38,g86
n19,g10,g51
n46,g36,g63
n7,g72,g1
n15,g41,g28
n48,g64,g51
n41,g44,g99
n76,g36,g81
n64,g29,g85
n56,g70,g89
n2,g81,g95
n1,g46,g25
