n70,g88,g40
n6,g7,g14
n4,g21,g86
n22,g11,g9
n21,g42,g26
n60,g43,g63
n79,g95,g19
n74,g75,g80
n69,g12,g68
n28,g17,g89
n14,g49,g4
n45,g48,g92
n89,g94,g35
n5,g37,g84
n23,g31,g71
n24,g99,g64
n17,g23,g82
n54,g93,g68
n77,g54,g60
n63,g56,g30
n9,g34,g79
n25,g95,g26
n87,g63,g7
n10,g71,g83
n68,g62,g38
n34,g80,g81
n72,g93,g96
n73,g74,g58
n55,g73,g93
n44,g52,g99
n16,g79,g24
n80,g54,g64
n81,g93,g9
n75,g63,g9
n66,g78,g44
n47,g19,g78
n52,g54,g31
n59,g38,g77
n57,g67,g50
n71,g19,g22
n37,g41,g26
n31,g84,g9
n19,g24,g20
n46,g28,g68
n65,g10,g36
n85,g56,g31
n1,g87,g98
n84,g59,g51
n32,g32,g33
n26,g24,g97
n20,g4,g72
n53,g92,g57
n56,g94,g4
n76,g69,g48
n38,g23,g14
n13,g11,g41
n67,g10,g85
n41,g20,g90
n18,g11,g58
n11,g3,g7
n30,g71,g24
n35,g23,g10
n8,g12,g99
n83,g21,g67
n39,g22,g95
n33,g79,g67
n27,g8,g33
n50,g17,g82
n12,g82,g42
n82,g90,g18
n0,g47,g57
n43,g13,g57
n58,g66,g23
n36,g97,g72
n42,g8,g95
n61,g5,g18
n78,g45,g38
n3,g95,g46
n29,g53,g38
n49,g20,g31
n88,g91,g70
n86,g67,g56
n62,g74,g18
n40,g63,g37
n51,g82,g73
n7,g51,g42
n15,g49,g72
n48,g94,g69
n64,g18,g88
n2,g47,g25
