n0,g93,g15
n1,g18,g11
n2,g61,g74
n3,g16,g68
n4,g37,g84
n5,g77,g72
n6,g14,g86
n7,g61,g31
n8,g10,g97
n9,g51,g52
n10,g91,g57
n11,g63,g12
n12,g22,g32
n13,g3,g28
n14,g23,g32
n15,g31,g4
n16,g35,g34
n17,g28,g25
n18,g39,g84
n19,g67,g95
n20,g15,g31
n21,g66,g96
n22,g68,g63
n23,g86,g34
n24,g91,g48
n25,g9,g24
n26,g29,g55
n27,g98,g81
n28,g3,g49
n29,g60,g10
n30,g89,g37
n31,g98,g61
n32,g45,g0
n33,g97,g89
n34,g25,g18
n35,g23,g69
n36,g22,g72
n37,g8,g46
n38,g73,g64
n39,g20,g61
n40,g46,g40
n41,g86,g36
n42,g96,g98
n43,g51,g12
n44,g87,g8
n45,g31,g56
n46,g57,g56
