n0,g23,g3
n1,g9,g7
n2,g72,g34
n3,g14,g50
n4,g44,g82
n5,g4,g1
n6,g56,g7
n7,g82,g54
n8,g51,g39
n9,g86,g13
n10,g4,g9
n11,g12,g85
n12,g57,g98
n13,g63,g50
n14,g17,g75
n15,g61,g15
n16,g85,g33
n17,g83,g30
n18,g14,g66
n19,g31,g8
n20,g5,g38
n21,g84,g27
n22,g37,g22
n23,g48,g20
n24,g87,g35
n25,g84,g6
n26,g82,g41
n27,g76,g16
n28,g67,g30
n29,g10,g85
n30,g51,g74
n31,g26,g22
n32,g12,g21
n33,g13,g57
n34,g31,g6
n35,g95,g98
n36,g64,g9
n37,g85,g72
n38,g42,g67
n39,g81,g96
n40,g77,g36
n41,g60,g0
n42,g82,g23
n43,g77,g51
n44,g6,g87
n45,g58,g14
n46,g1,g39
n47,g7,g13
n48,g40,g74
n49,g67,g46
n50,g87,g39
n51,g42,g87
n52,g5,g47
