n0,g22,g37
n1,g8,g0
n2,g87,g79
n3,g12,g94
n4,g51,g3
n5,g54,g1
n6,g21,g82
n7,g1,g88
n8,g35,g90
n9,g14,g60
n10,g55,g19
n11,g73,g0
n12,g24,g52
n13,g12,g68
n14,g77,g10
n15,g5,g29
n16,g81,g52
n17,g83,g36
n18,g97,g24
n19,g15,g4
n20,g56,g49
n21,g7,g27
n22,g38,g72
n23,g20,g12
n24,g15,g86
n25,g50,g3
n26,g73,g89
n27,g3,g26
n28,g8,g17
n29,g88,g34
n30,g1,g82
n31,g86,g60
n32,g16,g9
n33,g49,g30
n34,g56,g55
n35,g94,g77
n36,g89,g12
n37,g90,g70
n38,g51,g35
n39,g34,g97
n40,g51,g69
n41,g64,g1
n42,g68,g97
n43,g60,g77
n44,g91,g21
n45,g43,g53
n46,g38,g81
n47,g67,g33
n48,g49,g42
n49,g95,g24
n50,g24,g29
n51,g10,g84
n52,g82,g91
