n0,g33,g50
n1,g29,g61
n2,g95,g35
n3,g6,g98
n4,g97,g71
n5,g58,g39
n6,g12,g10
n7,g69,g32
n8,g38,g3
n9,g25,g97
n10,g32,g82
n11,g63,g34
n12,g75,g81
n13,g61,g36
n14,g50,g44
n15,g90,g37
n16,g74,g52
n17,g41,g71
n18,g19,g11
n19,g58,g76
n20,g82,g71
n21,g44,g15
n22,g22,g70
n23,g71,g27
n24,g2,g1
n25,g54,g18
n26,g22,g7
n27,g10,g28
n28,g73,g0
n29,g51,g30
n30,g27,g1
n31,g91,g95
n32,g95,g43
n33,g24,g26
n34,g31,g67
n35,g72,g52
n36,g96,g15
n37,g1,g77
n38,g73,g94
n39,g16,g32
n40,g48,g80
n41,g56,g35
n42,g43,g19
n43,g84,g40
n44,g32,g12
