n0,g38,g32
n1,g31,g50
n2,g69,g70
n3,g93,g84
n4,g21,g69
n5,g84,g99
n6,g54,g19
n7,g17,g73
n8,g25,g47
n9,g99,g24
n10,g2,g8
n11,g26,g52
n12,g78,g56
n13,g93,g73
n14,g34,g11
n15,g46,g77
n16,g13,g86
n17,g6,g54
n18,g43,g52
n19,g78,g51
n20,g96,g85
n21,g88,g95
n22,g81,g75
n23,g11,g57
n24,g77,g60
n25,g92,g51
n26,g54,g31
n27,g51,g76
n28,g41,g78
n29,g45,g49
n30,g66,g1
n31,g75,g8
n32,g12,g47
n33,g41,g50
n34,g79,g80
n35,g5,g21
n36,g89,g38
n37,g18,g38
n38,g99,g21
n39,g70,g48
n40,g91,g39
n41,g23,g7
n42,g5,g54
n43,g56,g48
n44,g16,g77
