n70,g14,g32
n65,g40,g56
n6,g35,g22
n35,g52,g43
n4,g85,g3
n32,g47,g23
n72,g78,g29
n26,g58,g48
n21,g73,g65
n60,g26,g1
n20,g53,g11
n73,g41,g48
n51,g44,g1
n69,g41,g35
n71,g47,g70
n28,g96,g5
n14,g24,g21
n45,g24,g97
n39,g87,g89
n5,g31,g67
n23,g7,g58
n24,g57,g37
n54,g97,g56
n16,g73,g89
n17,g40,g64
n18,g37,g13
n63,g74,g51
n9,g69,g60
n25,g99,g23
n30,g56,g3
n31,g69,g85
n10,g36,g89
n43,g29,g60
n68,g26,g0
n34,g48,g45
n8,g80,g58
n53,g79,g16
n55,g13,g58
n38,g31,g1
n33,g10,g61
n62,g19,g8
n11,g16,g65
n27,g46,g47
n50,g16,g33
n44,g4,g75
n12,g81,g84
n67,g79,g51
n0,g70,g55
n22,g89,g10
n58,g94,g68
n36,g85,g51
n42,g62,g3
n61,g79,g91
n3,g62,g66
n29,g86,g59
n47,g99,g61
n49,g64,g57
n52,g48,g84
n59,g53,g51
n57,g23,g21
n66,g74,g5
n37,g50,g83
n13,g82,g43
n40,g67,g60
n19,g76,g83
n46,g8,g37
n7,g68,g25
n15,g95,g59
n48,g41,g26
n41,g69,g14
n64,g8,g93
n56,g79,g84
n2,g16,g62
n1,g70,g72
