n70,g73,g17
n65,g42,g88
n6,g79,g20
n35,g34,g77
n4,g80,g92
n32,g11,g60
n72,g67,g15
n26,g88,g60
n21,g17,g22
n60,g48,g31
n20,g76,g57
n73,g24,g80
n51,g14,g98
n69,g4,g39
n71,g26,g24
n28,g56,g36
n14,g13,g81
n45,g75,g10
n39,g97,g62
n5,g68,g93
n23,g10,g57
n24,g55,g62
n54,g0,g4
n16,g91,g54
n17,g71,g69
n18,g50,g64
n63,g1,g57
n9,g85,g4
n25,g61,g83
n30,g58,g26
n31,g74,g20
n10,g34,g91
n43,g5,g7
n68,g70,g80
n34,g97,g37
n8,g36,g44
n53,g8,g28
n55,g39,g26
n38,g68,g39
n33,g59,g21
n62,g40,g59
n11,g36,g43
n27,g38,g9
n50,g42,g71
n44,g59,g10
n12,g37,g11
n67,g22,g58
n0,g9,g53
n22,g91,g4
n58,g33,g64
n36,g32,g61
n42,g57,g38
n61,g55,g33
n3,g37,g68
n29,g40,g29
n47,g64,g96
n49,g13,g32
n52,g69,g32
n59,g14,g2
n57,g69,g97
n66,g90,g43
n37,g28,g9
n13,g81,g72
n40,g85,g54
n19,g9,g23
n46,g27,g93
n7,g47,g37
n15,g13,g55
n48,g86,g8
n41,g9,g74
n64,g62,g82
n56,g42,g53
n2,g41,g99
n1,g39,g44
