n0,g22,g60
n1,g79,g8
n2,g81,g36
n3,g88,g48
n4,g27,g54
n5,g85,g83
n6,g9,g52
n7,g91,g94
n8,g23,g16
n9,g50,g29
n10,g72,g48
n11,g98,g8
n12,g35,g55
n13,g62,g18
n14,g98,g33
n15,g39,g96
n16,g55,g38
n17,g84,g76
n18,g50,g54
n19,g2,g18
n20,g29,g66
n21,g19,g76
n22,g48,g77
n23,g48,g74
n24,g5,g45
n25,g17,g54
n26,g25,g73
n27,g70,g43
n28,g76,g94
n29,g77,g40
n30,g50,g26
n31,g62,g66
n32,g59,g2
n33,g75,g79
n34,g80,g31
n35,g78,g50
n36,g76,g97
n37,g55,g17
n38,g99,g4
n39,g1,g68
n40,g34,g55
n41,g75,g14
n42,g35,g98
n43,g60,g12
n44,g71,g53
n45,g91,g1
n46,g92,g82
n47,g34,g77
n48,g28,g95
n49,g75,g59
n50,g14,g12
n51,g76,g81
n52,g20,g42
