n0,g29,g6
n1,g40,g75
n2,g54,g45
n3,g71,g97
n4,g53,g2
n5,g46,g10
n6,g11,g99
n7,g17,g37
n8,g27,g51
n9,g22,g74
n10,g95,g87
n11,g10,g49
n12,g79,g24
n13,g52,g27
n14,g88,g17
n15,g61,g69
n16,g92,g38
n17,g31,g68
n18,g6,g92
n19,g14,g26
n20,g99,g16
n21,g91,g52
n22,g66,g98
n23,g18,g7
n24,g66,g70
n25,g62,g68
n26,g7,g58
n27,g51,g63
n28,g15,g56
n29,g74,g75
n30,g81,g89
n31,g15,g23
n32,g55,g13
n33,g3,g21
n34,g63,g28
n35,g36,g77
n36,g7,g38
n37,g18,g89
n38,g42,g91
n39,g18,g84
n40,g86,g3
n41,g0,g38
n42,g35,g18
n43,g99,g82
n44,g16,g69
n45,g31,g59
n46,g99,g77
n47,g68,g48
n48,g39,g29
n49,g7,g91
n50,g68,g70
n51,g54,g21
n52,g30,g26
