n70,g20,g50
n65,g5,g23
n6,g87,g61
n35,g94,g45
n4,g84,g52
n32,g73,g18
n72,g77,g76
n74,g62,g80
n26,g11,g21
n21,g62,g1
n60,g54,g6
n20,g9,g61
n73,g96,g54
n51,g73,g62
n69,g1,g89
n71,g36,g8
n28,g61,g45
n77,g85,g40
n14,g47,g73
n45,g95,g13
n39,g83,g39
n5,g8,g80
n23,g31,g14
n24,g61,g24
n54,g47,g32
n16,g43,g84
n17,g23,g46
n18,g72,g26
n63,g96,g59
n9,g27,g14
n25,g36,g29
n30,g33,g71
n31,g58,g5
n10,g24,g13
n43,g10,g22
n68,g82,g45
n34,g15,g91
n8,g2,g82
n79,g62,g48
n53,g11,g89
n55,g30,g86
n38,g68,g40
n33,g23,g49
n62,g10,g26
n11,g68,g3
n27,g98,g39
n50,g64,g6
n44,g50,g23
n12,g62,g59
n67,g50,g22
n75,g86,g40
n80,g51,g41
n0,g14,g21
n22,g2,g29
n58,g96,g25
n36,g18,g31
n42,g43,g79
n61,g63,g19
n78,g16,g80
n3,g60,g21
n29,g69,g3
n47,g59,g39
n49,g94,g30
n52,g13,g1
n59,g61,g18
n57,g73,g22
n66,g39,g17
n37,g51,g67
n13,g65,g17
n40,g9,g60
n19,g19,g66
n46,g99,g35
n7,g99,g85
n15,g94,g49
n48,g14,g26
n41,g15,g82
n76,g89,g10
n64,g32,g7
n56,g24,g83
n2,g68,g56
n1,g96,g35
