n70,g33,g80
n65,g99,g11
n6,g54,g74
n35,g40,g5
n4,g36,g9
n32,g4,g7
n26,g58,g83
n21,g28,g65
n60,g48,g54
n20,g41,g9
n51,g10,g1
n69,g84,g40
n28,g36,g35
n14,g45,g66
n45,g42,g30
n39,g10,g52
n5,g82,g73
n23,g9,g53
n24,g35,g85
n54,g97,g6
n16,g51,g22
n17,g67,g11
n18,g48,g59
n63,g68,g3
n9,g4,g30
n25,g17,g92
n30,g57,g92
n31,g20,g81
n10,g65,g99
n43,g40,g65
n68,g70,g69
n34,g83,g65
n8,g56,g43
n53,g42,g82
n55,g76,g85
n38,g30,g35
n33,g39,g23
n62,g62,g60
n11,g62,g52
n27,g47,g81
n50,g9,g76
n44,g83,g14
n12,g49,g21
n67,g7,g43
n0,g30,g2
n22,g84,g41
n58,g98,g66
n36,g45,g56
n42,g56,g18
n61,g71,g52
n3,g26,g98
n29,g24,g95
n47,g7,g81
n49,g64,g37
n52,g80,g42
n59,g69,g46
n57,g65,g42
n66,g78,g98
n37,g24,g28
n13,g88,g77
n40,g71,g58
n19,g91,g32
n46,g74,g67
n7,g92,g91
n15,g64,g56
n48,g67,g93
n41,g98,g10
n64,g2,g63
n56,g2,g40
n2,g63,g25
n1,g90,g57
