n0,g29,g40
n1,g80,g31
n2,g6,g4
n3,g64,g83
n4,g78,g1
n5,g99,g27
n6,g40,g46
n7,g79,g88
n8,g52,g13
n9,g36,g79
n10,g4,g67
n11,g98,g84
n12,g54,g62
n13,g21,g99
n14,g43,g0
n15,g38,g72
n16,g54,g25
n17,g74,g65
n18,g33,g70
n19,g99,g51
n20,g38,g20
n21,g57,g62
n22,g82,g38
n23,g85,g37
n24,g47,g96
n25,g97,g13
n26,g90,g74
n27,g54,g31
n28,g16,g44
n29,g1,g19
n30,g79,g20
n31,g44,g4
n32,g59,g89
n33,g13,g60
n34,g26,g28
n35,g59,g51
n36,g66,g51
n37,g38,g0
n38,g23,g28
n39,g66,g65
n40,g73,g18
n41,g58,g64
n42,g61,g8
n43,g71,g92
n44,g58,g70
n45,g22,g80
n46,g71,g62
n47,g79,g13
n48,g70,g52
n49,g68,g19
n50,g36,g39
n51,g57,g47
n52,g1,g64
n53,g68,g55
n54,g90,g37
n55,g76,g57
n56,g55,g94
n57,g45,g90
n58,g15,g6
n59,g89,g80
n60,g23,g10
n61,g98,g34
n62,g77,g71
