n0,g83,g44
n1,g27,g42
n2,g9,g34
n3,g7,g59
n4,g10,g65
n5,g26,g4
n6,g88,g46
n7,g91,g37
n8,g74,g14
n9,g18,g91
n10,g49,g85
n11,g41,g23
n12,g66,g56
n13,g32,g83
n14,g18,g20
n15,g94,g97
n16,g65,g11
n17,g74,g28
n18,g29,g69
n19,g32,g68
n20,g39,g90
n21,g8,g26
n22,g25,g5
n23,g53,g1
n24,g5,g37
n25,g58,g41
n26,g71,g15
n27,g41,g85
n28,g78,g28
n29,g95,g25
n30,g15,g60
n31,g65,g21
n32,g5,g17
n33,g17,g50
n34,g28,g58
n35,g47,g94
n36,g9,g37
n37,g35,g94
n38,g62,g55
n39,g43,g42
n40,g89,g30
n41,g12,g20
n42,g70,g71
n43,g57,g80
n44,g2,g7
n45,g71,g43
n46,g84,g51
