n0,g79,g26
n1,g27,g54
n2,g20,g55
n3,g5,g35
n4,g84,g91
n5,g86,g47
n6,g83,g3
n7,g99,g11
n8,g73,g72
n9,g90,g48
n10,g91,g8
n11,g18,g28
n12,g64,g78
n13,g49,g59
n14,g15,g3
n15,g59,g6
n16,g69,g86
n17,g9,g67
n18,g93,g24
n19,g98,g78
n20,g5,g17
n21,g98,g27
n22,g58,g11
n23,g44,g16
n24,g31,g86
n25,g98,g17
n26,g37,g78
n27,g5,g66
n28,g99,g34
n29,g4,g6
n30,g5,g92
n31,g72,g97
n32,g21,g37
n33,g78,g5
n34,g88,g33
n35,g75,g15
n36,g41,g60
n37,g54,g28
n38,g16,g64
n39,g30,g2
n40,g49,g36
n41,g18,g8
n42,g52,g80
n43,g2,g43
n44,g24,g76
n45,g53,g21
n46,g91,g22
