n70,g55,g19
n6,g60,g65
n4,g74,g43
n22,g3,g79
n21,g70,g80
n60,g47,g48
n79,g79,g98
n74,g35,g53
n69,g52,g58
n28,g51,g12
n14,g93,g27
n45,g71,g86
n89,g78,g95
n5,g8,g86
n23,g75,g62
n24,g27,g59
n17,g53,g17
n54,g36,g95
n77,g81,g57
n63,g96,g99
n9,g90,g78
n25,g83,g22
n87,g65,g58
n10,g52,g68
n68,g74,g99
n34,g76,g23
n72,g25,g72
n73,g84,g13
n55,g95,g13
n44,g50,g58
n16,g31,g49
n80,g12,g22
n81,g20,g63
n75,g73,g76
n66,g58,g56
n47,g57,g80
n52,g22,g70
n59,g50,g32
n57,g73,g59
n71,g74,g75
n37,g60,g62
n31,g20,g95
n19,g9,g70
n46,g67,g66
n65,g60,g23
n85,g31,g40
n1,g31,g2
n84,g21,g89
n32,g8,g59
n26,g87,g42
n20,g71,g18
n53,g68,g59
n56,g0,g72
n76,g19,g36
n38,g82,g40
n13,g10,g12
n67,g32,g56
n41,g21,g45
n18,g60,g92
n11,g63,g90
n30,g50,g96
n35,g78,g33
n8,g72,g55
n83,g67,g14
n39,g3,g87
n33,g57,g55
n27,g85,g78
n50,g56,g3
n12,g85,g9
n82,g87,g8
n0,g99,g9
n43,g33,g11
n58,g37,g59
n36,g12,g68
n42,g64,g31
n61,g75,g56
n78,g31,g51
n3,g90,g32
n29,g72,g48
n49,g2,g10
n88,g7,g49
n86,g6,g42
n62,g89,g99
n40,g22,g9
n51,g10,g82
n7,g84,g4
n15,g51,g63
n48,g7,g20
n64,g43,g5
n2,g25,g46
