n70,g64,g94
n65,g38,g68
n6,g21,g95
n35,g49,g12
n4,g49,g70
n32,g41,g86
n72,g1,g75
n74,g31,g35
n26,g3,g14
n21,g81,g98
n60,g52,g51
n20,g82,g88
n73,g29,g4
n51,g90,g62
n69,g50,g22
n71,g21,g68
n28,g61,g52
n14,g21,g28
n45,g23,g29
n39,g23,g1
n5,g28,g0
n23,g12,g33
n24,g74,g38
n54,g78,g53
n16,g44,g6
n17,g49,g9
n18,g54,g0
n63,g78,g37
n9,g45,g63
n25,g86,g20
n30,g10,g6
n31,g57,g77
n10,g39,g60
n43,g74,g59
n68,g0,g37
n34,g0,g27
n8,g49,g21
n53,g75,g83
n55,g15,g89
n38,g98,g85
n33,g57,g71
n62,g1,g51
n11,g54,g40
n27,g3,g29
n50,g32,g81
n44,g67,g26
n12,g53,g54
n67,g86,g43
n0,g33,g67
n22,g66,g83
n58,g59,g6
n36,g38,g3
n42,g1,g37
n61,g16,g76
n3,g96,g9
n29,g44,g92
n47,g11,g5
n49,g66,g20
n52,g39,g42
n59,g70,g27
n57,g61,g18
n66,g19,g99
n37,g74,g6
n13,g43,g16
n40,g5,g88
n19,g20,g38
n46,g39,g11
n7,g4,g84
n15,g93,g24
n48,g96,g10
n41,g0,g48
n64,g86,g71
n56,g96,g23
n2,g20,g70
n1,g52,g35
