n70,g9,g52
n65,g68,g99
n6,g84,g35
n35,g71,g97
n4,g67,g0
n32,g91,g99
n72,g3,g95
n74,g60,g26
n26,g93,g66
n21,g67,g51
n60,g76,g90
n20,g72,g40
n73,g49,g22
n51,g57,g4
n69,g3,g57
n71,g60,g76
n28,g90,g17
n14,g0,g20
n45,g43,g71
n39,g64,g70
n5,g0,g78
n23,g66,g64
n24,g23,g45
n54,g15,g17
n16,g1,g77
n17,g13,g93
n18,g11,g62
n63,g27,g36
n9,g12,g92
n25,g21,g40
n30,g65,g62
n31,g22,g50
n10,g1,g38
n43,g51,g2
n68,g15,g46
n34,g48,g29
n8,g34,g20
n53,g48,g68
n55,g44,g82
n38,g51,g31
n33,g84,g72
n62,g54,g67
n11,g67,g28
n27,g14,g36
n50,g62,g95
n44,g69,g13
n12,g71,g82
n67,g20,g13
n0,g31,g55
n22,g5,g27
n58,g29,g55
n36,g0,g94
n42,g25,g18
n61,g7,g37
n3,g60,g28
n29,g4,g7
n47,g61,g68
n49,g63,g56
n52,g97,g30
n59,g42,g85
n57,g92,g70
n66,g90,g66
n37,g10,g78
n13,g97,g36
n40,g63,g15
n19,g37,g41
n46,g64,g27
n7,g81,g86
n15,g3,g20
n48,g37,g11
n41,g44,g69
n64,g98,g59
n56,g94,g53
n2,g49,g65
n1,g34,g24
