n70,g2,g6
n65,g73,g68
n6,g86,g74
n35,g68,g38
n4,g11,g72
n32,g37,g95
n72,g38,g34
n74,g95,g26
n26,g58,g21
n21,g58,g32
n60,g41,g42
n20,g66,g93
n73,g67,g21
n51,g35,g61
n69,g61,g29
n71,g52,g90
n28,g23,g28
n14,g49,g18
n45,g19,g14
n39,g36,g65
n5,g31,g10
n23,g57,g85
n24,g32,g23
n54,g26,g87
n16,g78,g44
n17,g96,g63
n18,g37,g49
n63,g8,g36
n9,g11,g93
n25,g93,g60
n30,g57,g69
n31,g79,g61
n10,g0,g16
n43,g79,g19
n68,g49,g50
n34,g84,g52
n8,g21,g82
n53,g76,g10
n55,g91,g74
n38,g70,g68
n33,g10,g53
n62,g75,g12
n11,g90,g2
n27,g29,g44
n50,g31,g77
n44,g25,g33
n12,g16,g54
n67,g64,g76
n0,g55,g54
n22,g72,g80
n58,g91,g95
n36,g67,g98
n42,g9,g42
n61,g52,g78
n3,g86,g7
n29,g0,g76
n47,g97,g89
n49,g9,g35
n52,g95,g51
n59,g27,g1
n57,g68,g46
n66,g92,g78
n37,g3,g21
n13,g77,g98
n40,g77,g56
n19,g25,g95
n46,g23,g50
n7,g36,g1
n15,g82,g90
n48,g71,g43
n41,g64,g13
n64,g96,g32
n56,g8,g94
n2,g13,g45
n1,g87,g64
