n70,g9,g11
n65,g51,g13
n6,g46,g41
n35,g0,g35
n4,g72,g17
n32,g42,g13
n72,g79,g13
n74,g88,g98
n26,g59,g63
n21,g69,g47
n60,g43,g39
n20,g87,g91
n73,g20,g10
n51,g95,g37
n69,g60,g32
n71,g16,g38
n28,g97,g90
n14,g41,g38
n45,g82,g94
n39,g38,g62
n5,g30,g33
n23,g81,g8
n24,g16,g65
n54,g31,g17
n16,g51,g63
n17,g15,g74
n18,g95,g8
n63,g92,g18
n9,g42,g98
n25,g49,g22
n30,g93,g9
n31,g1,g14
n10,g97,g73
n43,g37,g12
n68,g40,g67
n34,g10,g83
n8,g48,g80
n53,g96,g36
n55,g68,g6
n38,g11,g20
n33,g88,g96
n62,g52,g3
n11,g51,g98
n27,g87,g35
n50,g61,g77
n44,g85,g62
n12,g90,g67
n67,g71,g47
n0,g68,g62
n22,g16,g96
n58,g21,g90
n36,g77,g83
n42,g75,g61
n61,g84,g78
n3,g37,g7
n29,g37,g47
n47,g87,g73
n49,g88,g40
n52,g29,g33
n59,g34,g81
n57,g2,g13
n66,g43,g45
n37,g12,g10
n13,g96,g1
n40,g20,g5
n19,g96,g83
n46,g94,g24
n7,g74,g58
n15,g11,g70
n48,g80,g12
n41,g65,g4
n64,g59,g78
n56,g80,g13
n2,g94,g21
n1,g90,g62
