n70,g22,g17
n6,g33,g25
n4,g65,g0
n22,g14,g51
n21,g68,g88
n60,g78,g25
n79,g24,g6
n74,g34,g27
n69,g95,g57
n28,g87,g53
n14,g43,g19
n45,g4,g19
n5,g60,g52
n23,g93,g35
n24,g51,g72
n17,g5,g20
n54,g4,g68
n77,g4,g40
n63,g30,g73
n9,g60,g88
n25,g56,g1
n87,g62,g53
n10,g50,g18
n68,g50,g47
n34,g83,g30
n72,g7,g0
n73,g26,g7
n55,g80,g23
n44,g48,g63
n16,g76,g33
n80,g89,g45
n81,g77,g90
n75,g87,g82
n66,g74,g0
n47,g44,g71
n52,g35,g68
n59,g54,g29
n57,g4,g25
n71,g17,g35
n37,g80,g47
n31,g6,g16
n19,g48,g86
n46,g92,g74
n65,g7,g38
n85,g80,g98
n1,g30,g19
n84,g5,g54
n32,g43,g74
n26,g44,g43
n20,g75,g81
n53,g54,g61
n56,g21,g44
n76,g11,g76
n38,g80,g82
n13,g12,g95
n67,g28,g13
n41,g50,g49
n18,g68,g14
n11,g21,g57
n30,g62,g16
n35,g47,g25
n8,g14,g6
n83,g3,g46
n39,g57,g99
n33,g79,g22
n27,g12,g29
n50,g34,g86
n12,g65,g70
n82,g91,g53
n0,g56,g77
n43,g62,g5
n58,g96,g90
n36,g78,g37
n42,g34,g63
n61,g33,g93
n78,g91,g38
n3,g29,g26
n29,g23,g16
n49,g13,g61
n88,g8,g43
n86,g11,g49
n62,g81,g45
n40,g72,g67
n51,g34,g80
n7,g64,g28
n15,g26,g20
n48,g87,g45
n64,g57,g59
n2,g11,g32
