n0,g44,g57
n1,g51,g59
n2,g98,g29
n3,g9,g99
n4,g9,g86
n5,g99,g6
n6,g50,g96
n7,g79,g50
n8,g35,g73
n9,g46,g12
n10,g9,g14
n11,g94,g96
n12,g85,g43
n13,g54,g15
n14,g75,g93
n15,g14,g45
n16,g15,g56
n17,g42,g49
n18,g86,g54
n19,g16,g49
n20,g79,g81
n21,g92,g75
n22,g43,g70
n23,g59,g21
n24,g32,g58
n25,g19,g45
n26,g18,g92
n27,g9,g15
n28,g75,g85
n29,g43,g19
n30,g8,g87
n31,g94,g76
n32,g17,g23
n33,g23,g97
n34,g65,g97
n35,g26,g89
n36,g79,g27
n37,g35,g16
n38,g18,g42
n39,g19,g54
n40,g75,g39
n41,g41,g81
n42,g35,g53
n43,g71,g63
n44,g10,g92
n45,g65,g56
n46,g28,g61
n47,g63,g30
n48,g51,g36
n49,g64,g80
n50,g73,g14
n51,g73,g52
n52,g13,g43
n53,g87,g91
n54,g7,g85
n55,g39,g32
n56,g98,g37
n57,g40,g79
n58,g96,g88
