n0,g65,g93
n1,g82,g57
n2,g3,g45
n3,g2,g74
n4,g12,g11
n5,g67,g47
n6,g50,g96
n7,g23,g1
n8,g0,g86
n9,g19,g28
n10,g5,g9
n11,g1,g38
n12,g17,g2
n13,g95,g9
n14,g43,g8
n15,g66,g57
n16,g87,g39
n17,g47,g48
n18,g74,g25
n19,g7,g20
n20,g66,g98
n21,g73,g95
n22,g71,g27
n23,g21,g28
n24,g32,g20
n25,g90,g23
n26,g34,g51
n27,g30,g60
n28,g39,g57
n29,g19,g6
n30,g72,g11
n31,g26,g68
n32,g12,g19
n33,g33,g49
n34,g8,g59
n35,g87,g6
n36,g28,g51
n37,g36,g15
n38,g0,g34
n39,g22,g10
n40,g28,g20
n41,g79,g67
n42,g53,g80
n43,g45,g0
n44,g82,g50
n45,g61,g43
n46,g40,g44
n47,g26,g46
n48,g8,g26
n49,g69,g48
n50,g84,g50
n51,g6,g13
n52,g11,g82
n53,g91,g5
n54,g97,g29
n55,g10,g84
n56,g5,g45
n57,g66,g29
n58,g3,g88
