n0,g20,g99
n1,g55,g47
n2,g49,g83
n3,g95,g80
n4,g68,g9
n5,g11,g3
n6,g35,g2
n7,g14,g51
n8,g99,g73
n9,g83,g78
n10,g60,g69
n11,g49,g46
n12,g13,g16
n13,g41,g31
n14,g93,g17
n15,g29,g36
n16,g26,g8
n17,g81,g88
n18,g4,g39
n19,g84,g72
n20,g16,g58
n21,g35,g27
n22,g43,g9
n23,g70,g38
n24,g34,g9
n25,g67,g52
n26,g97,g43
n27,g75,g86
n28,g62,g36
n29,g72,g78
n30,g10,g41
n31,g56,g68
n32,g16,g39
n33,g53,g17
n34,g82,g8
n35,g88,g47
n36,g99,g38
n37,g95,g90
n38,g71,g82
n39,g76,g91
n40,g72,g81
n41,g92,g25
n42,g59,g73
n43,g70,g80
n44,g34,g62
n45,g13,g47
n46,g33,g13
n47,g21,g77
n48,g25,g71
n49,g60,g79
n50,g16,g14
n51,g97,g76
n52,g27,g4
n53,g55,g88
n54,g46,g48
n55,g74,g14
n56,g49,g32
n57,g16,g10
