n0,g40,g80
n1,g23,g52
n2,g78,g98
n3,g61,g69
n4,g48,g44
n5,g59,g93
n6,g10,g30
n7,g34,g43
n8,g93,g31
n9,g63,g82
n10,g63,g75
n11,g0,g2
n12,g99,g33
n13,g18,g23
n14,g21,g9
n15,g9,g69
n16,g57,g88
n17,g66,g38
n18,g8,g61
n19,g61,g51
n20,g94,g56
n21,g88,g7
n22,g90,g38
n23,g41,g1
n24,g96,g38
n25,g59,g8
n26,g22,g45
n27,g81,g48
n28,g76,g50
n29,g73,g60
n30,g28,g5
n31,g92,g22
n32,g26,g24
n33,g20,g77
n34,g7,g63
n35,g14,g87
n36,g52,g41
n37,g80,g69
n38,g2,g83
n39,g63,g38
n40,g55,g28
n41,g88,g99
n42,g3,g61
n43,g97,g71
n44,g63,g49
n45,g16,g56
n46,g65,g35
n47,g81,g36
n48,g88,g84
n49,g64,g7
n50,g18,g82
n51,g36,g4
n52,g61,g7
n53,g10,g55
n54,g73,g10
n55,g82,g83
n56,g93,g96
n57,g29,g72
