n70,g26,g66
n6,g21,g17
n4,g89,g97
n22,g11,g56
n21,g17,g82
n60,g76,g28
n79,g30,g98
n74,g72,g34
n69,g39,g20
n28,g69,g15
n14,g55,g7
n45,g94,g72
n5,g24,g9
n23,g64,g73
n24,g83,g38
n17,g24,g26
n54,g57,g49
n77,g52,g88
n63,g97,g0
n9,g17,g31
n25,g44,g2
n10,g53,g19
n68,g28,g14
n34,g15,g42
n72,g79,g3
n73,g55,g51
n55,g94,g67
n44,g99,g45
n16,g84,g61
n80,g75,g41
n81,g55,g42
n75,g62,g54
n66,g5,g85
n47,g55,g30
n52,g25,g67
n59,g22,g10
n57,g75,g8
n71,g94,g84
n37,g81,g70
n31,g18,g90
n19,g49,g62
n46,g13,g39
n65,g29,g15
n85,g92,g26
n1,g94,g20
n84,g5,g13
n32,g15,g49
n26,g63,g99
n20,g7,g40
n53,g58,g65
n56,g85,g10
n76,g33,g59
n38,g45,g49
n13,g75,g60
n67,g40,g61
n41,g96,g54
n18,g32,g97
n11,g6,g62
n30,g49,g47
n35,g66,g83
n8,g9,g12
n83,g2,g29
n39,g25,g98
n33,g86,g5
n27,g22,g65
n50,g12,g63
n12,g22,g85
n82,g73,g40
n0,g83,g3
n43,g65,g84
n58,g48,g60
n36,g1,g15
n42,g97,g40
n61,g60,g92
n78,g60,g42
n3,g87,g10
n29,g76,g39
n49,g56,g91
n62,g66,g58
n40,g16,g53
n51,g8,g97
n7,g14,g12
n15,g16,g10
n48,g5,g94
n64,g50,g64
n2,g69,g79
