n0,g31,g20
n1,g68,g48
n2,g76,g8
n3,g24,g83
n4,g95,g96
n5,g74,g85
n6,g12,g9
n7,g6,g46
n8,g46,g27
n9,g51,g99
n10,g52,g91
n11,g65,g59
n12,g43,g70
n13,g25,g53
n14,g8,g26
n15,g73,g76
n16,g7,g23
n17,g67,g10
n18,g4,g19
n19,g55,g64
n20,g0,g38
n21,g34,g5
n22,g92,g15
n23,g10,g64
n24,g81,g24
n25,g61,g99
n26,g82,g16
n27,g18,g28
n28,g1,g30
n29,g82,g92
n30,g84,g5
n31,g76,g4
n32,g26,g14
n33,g45,g51
n34,g26,g12
n35,g17,g50
n36,g26,g25
n37,g9,g62
n38,g19,g72
n39,g77,g76
n40,g70,g88
n41,g1,g76
n42,g27,g50
n43,g13,g67
n44,g98,g53
n45,g59,g0
n46,g86,g72
n47,g45,g25
n48,g33,g5
n49,g63,g52
n50,g15,g41
n51,g86,g68
n52,g37,g3
n53,g5,g41
n54,g71,g88
n55,g28,g34
n56,g56,g74
n57,g85,g55
n58,g63,g86
n59,g93,g70
n60,g70,g22
n61,g54,g82
n62,g64,g25
n63,g90,g32
n64,g60,g43
n65,g32,g10
n66,g3,g19
n67,g42,g64
n68,g66,g11
