n0,g39,g24
n1,g26,g32
n2,g67,g59
n3,g79,g64
n4,g13,g85
n5,g88,g83
n6,g80,g81
n7,g10,g91
n8,g52,g73
n9,g47,g67
n10,g4,g48
n11,g34,g10
n12,g16,g79
n13,g59,g15
n14,g35,g5
n15,g18,g12
n16,g44,g6
n17,g13,g19
n18,g70,g71
n19,g23,g20
n20,g81,g49
n21,g96,g28
n22,g22,g12
n23,g92,g76
n24,g93,g54
n25,g59,g40
n26,g85,g73
n27,g69,g96
n28,g69,g78
n29,g64,g80
n30,g56,g65
n31,g29,g40
n32,g85,g0
n33,g95,g23
n34,g83,g32
n35,g3,g1
n36,g30,g88
n37,g38,g66
n38,g44,g40
n39,g27,g40
n40,g84,g64
n41,g65,g33
n42,g14,g34
n43,g32,g84
n44,g21,g65
n45,g88,g7
n46,g12,g82
n47,g91,g22
n48,g42,g32
n49,g72,g63
n50,g29,g5
n51,g23,g7
