n0,g2,g18
n1,g63,g33
n2,g1,g33
n3,g42,g25
n4,g75,g35
n5,g31,g54
n6,g1,g57
n7,g36,g66
n8,g77,g10
n9,g25,g29
n10,g55,g94
n11,g74,g2
n12,g38,g28
n13,g80,g45
n14,g74,g52
n15,g13,g10
n16,g7,g52
n17,g89,g35
n18,g92,g32
n19,g56,g89
n20,g84,g74
n21,g69,g1
n22,g45,g16
n23,g91,g79
n24,g43,g26
n25,g54,g41
n26,g68,g63
n27,g18,g3
n28,g39,g98
n29,g27,g29
n30,g64,g38
n31,g48,g16
n32,g61,g1
n33,g80,g33
n34,g65,g90
n35,g35,g41
n36,g88,g2
n37,g79,g12
n38,g22,g3
n39,g24,g40
n40,g89,g83
n41,g31,g2
n42,g62,g86
n43,g84,g96
n44,g81,g90
n45,g94,g84
n46,g44,g74
n47,g68,g85
n48,g34,g83
n49,g39,g10
n50,g7,g49
n51,g14,g62
