n70,g91,g23
n6,g11,g76
n4,g99,g15
n22,g89,g37
n21,g0,g89
n60,g45,g55
n79,g96,g97
n74,g44,g34
n69,g16,g1
n28,g60,g4
n14,g1,g61
n45,g40,g36
n5,g49,g27
n23,g46,g94
n24,g8,g13
n17,g93,g29
n54,g69,g43
n77,g73,g98
n63,g2,g62
n9,g66,g56
n25,g56,g7
n10,g96,g72
n68,g39,g51
n34,g20,g90
n72,g96,g9
n73,g30,g47
n55,g40,g85
n44,g40,g96
n16,g88,g53
n80,g78,g41
n81,g3,g30
n75,g24,g26
n66,g80,g87
n47,g25,g42
n52,g11,g65
n59,g97,g91
n57,g32,g30
n71,g45,g92
n37,g92,g72
n31,g63,g14
n19,g90,g85
n46,g19,g38
n65,g62,g94
n85,g60,g46
n1,g43,g83
n84,g60,g88
n32,g46,g6
n26,g56,g52
n20,g9,g51
n53,g47,g36
n56,g47,g0
n76,g18,g17
n38,g23,g11
n13,g41,g56
n67,g63,g90
n41,g64,g19
n18,g26,g13
n11,g6,g17
n30,g53,g34
n35,g19,g4
n8,g24,g56
n83,g59,g39
n39,g66,g14
n33,g24,g34
n27,g83,g17
n50,g32,g13
n12,g13,g31
n82,g52,g43
n0,g71,g75
n43,g53,g98
n58,g3,g67
n36,g48,g93
n42,g25,g1
n61,g40,g7
n78,g85,g87
n3,g79,g63
n29,g65,g77
n49,g28,g12
n86,g52,g34
n62,g82,g83
n40,g23,g99
n51,g48,g9
n7,g22,g35
n15,g5,g42
n48,g83,g30
n64,g20,g18
n2,g40,g71
