n0,g96,g83
n1,g76,g5
n2,g21,g70
n3,g88,g52
n4,g4,g63
n5,g25,g62
n6,g16,g91
n7,g50,g54
n8,g61,g35
n9,g39,g15
n10,g34,g64
n11,g1,g96
n12,g42,g90
n13,g53,g44
n14,g50,g47
n15,g7,g96
n16,g34,g26
n17,g20,g35
n18,g26,g41
n19,g1,g63
n20,g91,g53
n21,g81,g43
n22,g61,g42
n23,g85,g6
n24,g94,g65
n25,g40,g70
n26,g54,g88
n27,g44,g61
n28,g24,g12
n29,g68,g78
n30,g73,g60
n31,g26,g27
n32,g72,g53
n33,g16,g47
n34,g20,g2
n35,g69,g18
n36,g62,g24
n37,g76,g51
n38,g64,g25
n39,g69,g15
n40,g31,g45
n41,g40,g79
n42,g23,g25
n43,g22,g49
n44,g23,g89
n45,g24,g69
n46,g40,g73
n47,g16,g72
n48,g62,g32
n49,g75,g99
n50,g28,g11
n51,g55,g8
