n0,g70,g80
n1,g20,g13
n2,g78,g34
n3,g47,g84
n4,g33,g97
n5,g77,g0
n6,g41,g53
n7,g39,g3
n8,g30,g6
n9,g18,g54
n10,g3,g38
n11,g84,g37
n12,g9,g23
n13,g86,g5
n14,g74,g58
n15,g89,g78
n16,g79,g89
n17,g4,g43
n18,g95,g85
n19,g69,g2
n20,g32,g34
n21,g82,g32
n22,g80,g22
n23,g78,g36
n24,g99,g15
n25,g27,g73
n26,g4,g67
n27,g17,g56
n28,g56,g23
n29,g0,g96
n30,g44,g48
n31,g84,g15
n32,g94,g4
n33,g2,g30
n34,g17,g83
n35,g82,g60
n36,g75,g7
n37,g65,g0
n38,g31,g44
n39,g11,g97
n40,g95,g27
n41,g41,g36
n42,g40,g22
n43,g58,g20
n44,g61,g34
n45,g82,g45
n46,g41,g29
n47,g73,g79
n48,g46,g3
n49,g52,g45
n50,g75,g14
n51,g51,g29
n52,g6,g56
n53,g76,g93
n54,g46,g28
n55,g20,g94
n56,g93,g22
n57,g1,g79
n58,g63,g69
n59,g85,g35
