n70,g61,g41
n65,g85,g62
n6,g39,g12
n35,g42,g82
n4,g86,g35
n32,g64,g1
n72,g8,g44
n74,g52,g51
n26,g71,g16
n21,g18,g98
n60,g47,g88
n20,g41,g75
n73,g44,g87
n51,g34,g12
n69,g82,g89
n71,g21,g22
n28,g33,g11
n77,g80,g69
n14,g16,g56
n45,g13,g78
n39,g90,g79
n5,g3,g43
n23,g79,g96
n24,g67,g40
n54,g17,g37
n16,g78,g35
n82,g4,g51
n17,g32,g97
n18,g20,g34
n63,g54,g86
n9,g93,g39
n25,g94,g76
n30,g53,g14
n31,g34,g6
n10,g14,g0
n43,g62,g92
n68,g20,g17
n34,g39,g78
n8,g95,g16
n79,g78,g45
n53,g82,g73
n55,g8,g10
n38,g80,g54
n33,g34,g89
n62,g7,g76
n11,g29,g84
n27,g98,g47
n50,g51,g19
n44,g41,g95
n12,g42,g61
n67,g68,g44
n75,g3,g6
n80,g32,g15
n0,g31,g11
n22,g24,g96
n81,g46,g96
n58,g69,g64
n36,g20,g62
n42,g12,g26
n61,g62,g61
n78,g92,g90
n3,g45,g43
n29,g48,g1
n47,g81,g29
n49,g67,g60
n52,g66,g34
n59,g68,g5
n57,g7,g50
n66,g18,g59
n37,g63,g50
n13,g33,g70
n40,g94,g30
n19,g71,g40
n46,g45,g84
n7,g5,g97
n15,g98,g46
n48,g81,g55
n41,g55,g92
n76,g32,g48
n64,g25,g74
n56,g80,g51
n2,g64,g71
n1,g0,g85
