n0,g43,g89
n1,g55,g45
n2,g27,g61
n3,g51,g44
n4,g47,g83
n5,g73,g30
n6,g83,g97
n7,g19,g87
n8,g31,g90
n9,g48,g85
n10,g36,g49
n11,g98,g80
n12,g85,g82
n13,g83,g50
n14,g91,g97
n15,g45,g21
n16,g28,g53
n17,g16,g22
n18,g47,g38
n19,g37,g69
n20,g97,g29
n21,g44,g33
n22,g34,g97
n23,g90,g35
n24,g39,g53
n25,g74,g61
n26,g35,g70
n27,g55,g30
n28,g76,g49
n29,g83,g44
n30,g45,g79
n31,g2,g30
n32,g89,g38
n33,g96,g78
n34,g74,g20
n35,g29,g32
n36,g32,g25
n37,g99,g50
n38,g16,g34
n39,g25,g40
n40,g46,g33
n41,g55,g63
n42,g17,g15
n43,g31,g2
n44,g26,g32
n45,g91,g60
n46,g35,g4
n47,g51,g32
n48,g53,g1
n49,g34,g88
n50,g79,g21
n51,g76,g72
n52,g46,g91
n53,g55,g47
