n70,g15,g7
n65,g91,g54
n6,g88,g57
n35,g53,g89
n4,g3,g98
n32,g96,g17
n72,g58,g33
n74,g18,g27
n26,g88,g56
n21,g59,g89
n60,g43,g98
n20,g77,g87
n73,g10,g13
n51,g52,g39
n69,g82,g71
n71,g48,g2
n28,g91,g15
n77,g18,g22
n14,g88,g13
n45,g80,g83
n39,g64,g97
n5,g94,g17
n23,g61,g94
n24,g8,g42
n54,g3,g18
n16,g16,g52
n17,g5,g42
n18,g48,g8
n63,g44,g8
n9,g16,g79
n25,g89,g88
n30,g67,g96
n31,g5,g33
n10,g80,g70
n43,g96,g82
n68,g84,g39
n34,g11,g75
n8,g92,g8
n79,g71,g60
n53,g23,g55
n55,g5,g55
n38,g13,g45
n33,g24,g1
n62,g54,g65
n11,g67,g88
n27,g66,g39
n50,g29,g56
n44,g82,g53
n12,g48,g57
n67,g9,g87
n75,g94,g16
n80,g7,g21
n0,g95,g86
n22,g91,g76
n81,g27,g50
n58,g29,g42
n36,g97,g84
n42,g2,g49
n61,g59,g83
n78,g5,g28
n3,g51,g95
n29,g66,g3
n47,g2,g66
n49,g33,g79
n52,g75,g27
n59,g9,g83
n57,g83,g3
n66,g13,g32
n37,g68,g0
n13,g65,g23
n40,g38,g21
n19,g23,g86
n46,g72,g11
n7,g55,g63
n15,g43,g31
n48,g69,g19
n41,g1,g5
n76,g49,g59
n64,g59,g97
n56,g82,g25
n2,g44,g55
n1,g8,g57
