n0,g75,g19
n1,g72,g21
n2,g8,g11
n3,g52,g18
n4,g56,g29
n5,g21,g3
n6,g60,g62
n7,g62,g71
n8,g7,g49
n9,g20,g84
n10,g80,g60
n11,g47,g26
n12,g84,g22
n13,g86,g2
n14,g65,g18
n15,g95,g0
n16,g88,g85
n17,g32,g6
n18,g46,g31
n19,g28,g21
n20,g77,g52
n21,g79,g88
n22,g60,g99
n23,g16,g67
n24,g53,g88
n25,g91,g64
n26,g42,g2
n27,g1,g28
n28,g42,g77
n29,g46,g63
n30,g72,g47
n31,g45,g32
n32,g11,g96
n33,g78,g44
n34,g24,g94
n35,g39,g65
n36,g46,g41
n37,g28,g39
n38,g57,g35
n39,g22,g51
n40,g38,g50
n41,g37,g69
n42,g48,g41
n43,g40,g42
n44,g32,g27
n45,g91,g58
n46,g39,g4
n47,g4,g8
n48,g1,g68
n49,g26,g28
n50,g65,g53
n51,g50,g1
n52,g18,g35
