n70,g78,g85
n65,g61,g2
n6,g87,g40
n35,g24,g96
n4,g70,g90
n32,g15,g24
n26,g18,g24
n21,g35,g84
n60,g40,g30
n20,g96,g61
n51,g93,g23
n69,g95,g39
n71,g93,g6
n28,g61,g17
n14,g38,g70
n45,g3,g54
n39,g70,g12
n5,g25,g97
n23,g45,g46
n24,g80,g86
n54,g18,g76
n16,g41,g22
n17,g44,g99
n18,g60,g92
n63,g8,g62
n9,g99,g89
n25,g18,g96
n30,g49,g82
n31,g9,g92
n10,g11,g37
n43,g30,g77
n68,g53,g54
n34,g73,g26
n8,g75,g73
n53,g79,g58
n55,g95,g34
n38,g10,g3
n33,g93,g20
n62,g69,g51
n11,g91,g63
n27,g80,g30
n50,g22,g49
n44,g60,g97
n12,g63,g99
n67,g33,g25
n0,g95,g42
n22,g37,g47
n58,g95,g23
n36,g49,g55
n42,g75,g35
n61,g10,g9
n3,g91,g95
n29,g40,g57
n47,g1,g34
n49,g63,g80
n52,g48,g94
n59,g10,g98
n57,g55,g46
n66,g17,g5
n37,g16,g29
n13,g5,g91
n40,g25,g59
n19,g74,g61
n46,g66,g32
n7,g80,g58
n15,g20,g74
n48,g19,g32
n41,g5,g81
n64,g29,g28
n56,g28,g47
n2,g59,g90
n1,g52,g69
