n0,g56,g99
n1,g2,g77
n2,g33,g9
n3,g64,g87
n4,g82,g58
n5,g71,g17
n6,g62,g63
n7,g20,g86
n8,g66,g58
n9,g99,g74
n10,g28,g4
n11,g26,g60
n12,g40,g91
n13,g28,g39
n14,g6,g17
n15,g58,g39
n16,g29,g65
n17,g83,g59
n18,g33,g53
n19,g9,g45
n20,g16,g38
n21,g5,g74
n22,g1,g25
n23,g57,g18
n24,g64,g26
n25,g11,g13
n26,g5,g33
n27,g58,g94
n28,g33,g4
n29,g60,g22
n30,g63,g66
n31,g88,g34
n32,g79,g29
n33,g1,g7
n34,g85,g52
n35,g35,g12
n36,g32,g29
n37,g25,g69
n38,g73,g63
n39,g26,g83
n40,g52,g88
n41,g35,g91
n42,g19,g66
n43,g29,g10
n44,g84,g95
n45,g88,g32
n46,g48,g22
n47,g15,g10
n48,g41,g36
n49,g6,g27
n50,g47,g3
n51,g18,g9
n52,g83,g7
n53,g7,g78
n54,g41,g13
n55,g18,g62
n56,g67,g74
n57,g48,g77
n58,g61,g14
n59,g50,g49
n60,g3,g53
n61,g26,g59
n62,g75,g10
n63,g75,g80
