n0,g17,g47
n1,g60,g77
n2,g76,g53
n3,g35,g94
n4,g80,g90
n5,g80,g51
n6,g15,g22
n7,g65,g35
n8,g93,g51
n9,g11,g25
n10,g50,g27
n11,g48,g53
n12,g1,g60
n13,g94,g81
n14,g63,g58
n15,g94,g18
n16,g27,g62
n17,g53,g95
n18,g81,g96
n19,g71,g50
n20,g74,g42
n21,g8,g73
n22,g34,g11
n23,g70,g98
n24,g53,g39
n25,g8,g72
n26,g65,g6
n27,g32,g12
n28,g80,g55
n29,g36,g81
n30,g4,g73
n31,g61,g15
n32,g48,g94
n33,g92,g9
n34,g13,g27
n35,g77,g75
n36,g51,g2
n37,g84,g39
n38,g21,g84
n39,g55,g49
n40,g56,g98
n41,g76,g7
n42,g82,g46
n43,g20,g32
n44,g65,g77
n45,g64,g59
n46,g48,g98
n47,g36,g33
