n0,g38,g46
n1,g82,g80
n2,g21,g79
n3,g22,g10
n4,g57,g65
n5,g55,g65
n6,g16,g65
n7,g50,g8
n8,g31,g60
n9,g83,g3
n10,g72,g68
n11,g78,g56
n12,g82,g58
n13,g30,g49
n14,g63,g31
n15,g40,g18
n16,g33,g55
n17,g43,g67
n18,g39,g23
n19,g87,g49
n20,g39,g16
n21,g3,g32
n22,g26,g14
n23,g92,g28
n24,g62,g68
n25,g81,g86
n26,g9,g49
n27,g54,g96
n28,g75,g66
n29,g49,g71
n30,g83,g29
n31,g80,g88
n32,g1,g27
n33,g97,g5
n34,g11,g7
n35,g47,g67
n36,g33,g23
n37,g39,g74
n38,g11,g12
n39,g69,g9
n40,g39,g88
n41,g73,g67
n42,g3,g94
n43,g89,g39
n44,g88,g51
n45,g19,g85
n46,g32,g36
n47,g21,g87
