n0,g14,g19
n1,g68,g23
n2,g76,g14
n3,g93,g4
n4,g59,g45
n5,g51,g71
n6,g96,g93
n7,g77,g41
n8,g24,g13
n9,g25,g14
n10,g76,g74
n11,g62,g12
n12,g96,g18
n13,g90,g37
n14,g16,g88
n15,g25,g7
n16,g18,g40
n17,g22,g51
n18,g37,g63
n19,g31,g62
n20,g74,g10
n21,g72,g99
n22,g80,g66
n23,g69,g52
n24,g50,g99
n25,g91,g22
n26,g33,g42
n27,g88,g77
n28,g35,g66
n29,g57,g83
n30,g15,g52
n31,g85,g69
n32,g78,g1
n33,g98,g4
n34,g39,g53
n35,g89,g82
n36,g44,g77
n37,g41,g83
n38,g1,g87
n39,g53,g32
n40,g10,g69
n41,g76,g79
n42,g25,g58
n43,g97,g36
n44,g16,g35
n45,g95,g86
n46,g15,g95
n47,g59,g8
