n0,g15,g45
n1,g54,g21
n2,g81,g16
n3,g42,g92
n4,g25,g81
n5,g80,g71
n6,g70,g40
n7,g66,g71
n8,g51,g90
n9,g28,g81
n10,g57,g99
n11,g99,g72
n12,g26,g95
n13,g82,g5
n14,g68,g98
n15,g87,g78
n16,g7,g0
n17,g92,g5
n18,g19,g42
n19,g52,g81
n20,g80,g56
n21,g38,g89
n22,g17,g92
n23,g45,g99
n24,g48,g28
n25,g1,g27
n26,g89,g41
n27,g13,g76
n28,g50,g61
n29,g2,g86
n30,g29,g81
n31,g68,g70
n32,g48,g82
n33,g31,g25
n34,g13,g70
n35,g38,g43
n36,g85,g22
n37,g73,g22
n38,g20,g11
n39,g55,g54
n40,g74,g11
n41,g31,g8
n42,g2,g14
n43,g69,g99
n44,g61,g48
n45,g14,g8
n46,g11,g65
n47,g89,g31
n48,g3,g42
n49,g64,g5
n50,g73,g84
n51,g11,g53
n52,g46,g89
