n0,g82,g23
n1,g94,g74
n2,g30,g78
n3,g50,g55
n4,g5,g55
n5,g51,g85
n6,g59,g58
n7,g98,g96
n8,g3,g45
n9,g39,g84
n10,g42,g62
n11,g79,g68
n12,g84,g40
n13,g15,g68
n14,g41,g98
n15,g51,g26
n16,g59,g64
n17,g46,g99
n18,g62,g78
n19,g38,g96
n20,g52,g20
n21,g6,g5
n22,g96,g86
n23,g89,g56
n24,g53,g31
n25,g66,g16
n26,g18,g61
n27,g48,g89
n28,g72,g6
n29,g94,g46
n30,g55,g31
n31,g52,g21
n32,g72,g3
n33,g66,g96
n34,g93,g22
n35,g2,g86
n36,g87,g60
n37,g81,g32
n38,g9,g57
n39,g0,g73
n40,g42,g80
n41,g97,g84
n42,g85,g78
n43,g90,g57
n44,g25,g9
n45,g25,g61
n46,g93,g64
n47,g4,g35
n48,g57,g65
n49,g80,g99
n50,g51,g41
n51,g8,g28
n52,g79,g10
