n0,g81,g17
n1,g34,g32
n2,g46,g77
n3,g74,g76
n4,g68,g97
n5,g47,g80
n6,g58,g47
n7,g52,g68
n8,g17,g67
n9,g44,g75
n10,g79,g65
n11,g97,g11
n12,g46,g0
n13,g21,g2
n14,g59,g25
n15,g66,g37
n16,g60,g46
n17,g21,g94
n18,g77,g9
n19,g19,g8
n20,g18,g6
n21,g0,g67
n22,g52,g60
n23,g18,g45
n24,g92,g54
n25,g84,g53
n26,g68,g31
n27,g55,g35
n28,g12,g73
n29,g91,g60
n30,g59,g57
n31,g71,g43
n32,g11,g48
n33,g79,g34
n34,g63,g65
n35,g69,g5
n36,g25,g14
n37,g33,g85
n38,g16,g95
n39,g1,g42
n40,g66,g53
n41,g66,g4
n42,g73,g34
n43,g68,g66
n44,g88,g56
n45,g20,g32
n46,g76,g19
n47,g22,g84
n48,g33,g94
n49,g15,g43
n50,g35,g72
n51,g77,g21
n52,g59,g68
