n0,g20,g45
n1,g48,g17
n2,g2,g64
n3,g64,g12
n4,g54,g18
n5,g47,g38
n6,g45,g73
n7,g94,g26
n8,g15,g71
n9,g99,g80
n10,g61,g43
n11,g30,g57
n12,g19,g51
n13,g31,g83
n14,g57,g73
n15,g38,g31
n16,g13,g6
n17,g87,g16
n18,g36,g37
n19,g64,g85
n20,g37,g43
n21,g4,g92
n22,g44,g29
n23,g70,g15
n24,g74,g10
n25,g90,g31
n26,g64,g49
n27,g97,g16
n28,g54,g50
n29,g15,g20
n30,g74,g12
n31,g8,g34
n32,g59,g66
n33,g61,g0
n34,g94,g93
n35,g18,g40
n36,g93,g76
n37,g56,g42
n38,g81,g50
n39,g67,g9
n40,g8,g57
n41,g36,g33
n42,g90,g42
n43,g71,g5
