n0,g34,g8
n1,g74,g18
n2,g80,g35
n3,g68,g4
n4,g41,g59
n5,g95,g90
n6,g60,g94
n7,g41,g30
n8,g86,g46
n9,g85,g36
n10,g72,g29
n11,g71,g98
n12,g42,g46
n13,g61,g18
n14,g84,g72
n15,g4,g33
n16,g24,g89
n17,g65,g66
n18,g25,g3
n19,g36,g43
n20,g17,g54
n21,g97,g49
n22,g79,g21
n23,g88,g74
n24,g83,g1
n25,g9,g51
n26,g76,g5
n27,g1,g85
n28,g25,g59
n29,g6,g22
n30,g41,g7
n31,g53,g48
n32,g88,g84
n33,g59,g85
n34,g27,g42
n35,g66,g89
n36,g47,g74
n37,g65,g86
n38,g92,g86
n39,g80,g98
n40,g30,g88
n41,g72,g42
n42,g4,g23
n43,g8,g0
n44,g81,g76
n45,g47,g71
n46,g16,g33
n47,g96,g52
n48,g50,g96
n49,g97,g33
n50,g25,g37
n51,g66,g1
n52,g48,g54
n53,g54,g81
n54,g58,g32
n55,g88,g38
n56,g78,g79
