n0,g55,g62
n1,g99,g6
n2,g67,g61
n3,g90,g50
n4,g22,g64
n5,g24,g11
n6,g84,g87
n7,g10,g0
n8,g72,g55
n9,g18,g81
n10,g99,g0
n11,g89,g58
n12,g33,g3
n13,g65,g83
n14,g59,g82
n15,g92,g30
n16,g4,g14
n17,g69,g6
n18,g13,g96
n19,g13,g14
n20,g34,g5
n21,g54,g15
n22,g80,g72
n23,g69,g64
n24,g77,g36
n25,g5,g88
n26,g85,g28
n27,g65,g80
n28,g90,g51
n29,g35,g72
n30,g9,g29
n31,g36,g69
n32,g16,g11
n33,g23,g48
n34,g42,g81
n35,g54,g36
n36,g17,g12
n37,g43,g58
n38,g48,g49
n39,g54,g9
n40,g66,g24
n41,g8,g89
n42,g88,g61
n43,g46,g5
n44,g7,g50
n45,g59,g53
n46,g41,g2
n47,g35,g52
n48,g86,g20
n49,g6,g91
n50,g58,g41
n51,g94,g35
n52,g6,g49
n53,g88,g30
n54,g96,g20
n55,g69,g91
n56,g88,g42
