n0,g3,g93
n1,g74,g2
n2,g99,g5
n3,g80,g62
n4,g66,g24
n5,g43,g2
n6,g93,g6
n7,g62,g96
n8,g93,g88
n9,g40,g35
n10,g36,g30
n11,g5,g2
n12,g89,g8
n13,g0,g8
n14,g23,g16
n15,g82,g89
n16,g76,g57
n17,g13,g69
n18,g57,g42
n19,g26,g84
n20,g51,g6
n21,g5,g88
n22,g58,g74
n23,g21,g38
n24,g94,g97
n25,g87,g34
n26,g45,g74
n27,g81,g69
n28,g36,g20
n29,g55,g63
n30,g52,g3
n31,g41,g97
n32,g95,g57
n33,g90,g78
n34,g36,g59
n35,g61,g19
n36,g68,g70
n37,g98,g68
n38,g96,g89
n39,g34,g39
n40,g44,g77
n41,g58,g5
n42,g98,g61
n43,g43,g72
n44,g92,g80
n45,g48,g39
n46,g86,g36
n47,g33,g43
n48,g60,g62
n49,g93,g80
n50,g68,g81
n51,g18,g41
n52,g83,g67
n53,g94,g67
n54,g68,g97
n55,g83,g62
n56,g89,g68
