n70,g91,g71
n65,g71,g38
n6,g89,g85
n35,g79,g76
n4,g43,g17
n32,g95,g65
n72,g76,g72
n83,g13,g84
n74,g6,g26
n26,g29,g67
n21,g11,g29
n60,g90,g21
n20,g60,g70
n73,g70,g68
n51,g48,g28
n69,g79,g67
n71,g25,g61
n28,g45,g53
n77,g57,g23
n14,g39,g75
n45,g45,g17
n39,g70,g59
n5,g84,g89
n23,g90,g26
n24,g74,g40
n54,g18,g22
n16,g85,g80
n82,g48,g21
n17,g0,g19
n18,g73,g4
n63,g39,g50
n9,g10,g4
n25,g21,g67
n30,g49,g11
n31,g59,g85
n10,g63,g64
n43,g36,g37
n68,g11,g95
n34,g95,g14
n8,g20,g46
n79,g53,g30
n53,g87,g98
n55,g27,g18
n38,g19,g70
n33,g30,g1
n62,g84,g41
n11,g62,g26
n27,g82,g22
n50,g48,g15
n44,g40,g69
n12,g49,g31
n67,g78,g45
n75,g66,g73
n80,g35,g5
n0,g7,g33
n22,g58,g11
n81,g2,g97
n58,g67,g98
n36,g62,g37
n42,g83,g35
n61,g95,g32
n78,g28,g49
n3,g8,g33
n29,g60,g39
n47,g73,g36
n49,g72,g47
n52,g77,g40
n59,g53,g8
n57,g27,g93
n66,g64,g95
n37,g80,g79
n13,g32,g48
n40,g51,g28
n19,g78,g62
n46,g24,g34
n7,g4,g22
n15,g41,g60
n48,g30,g91
n41,g56,g76
n76,g56,g45
n64,g90,g83
n56,g27,g55
n2,g13,g93
n1,g6,g20
