n70,g75,g37
n65,g86,g76
n6,g22,g66
n35,g37,g4
n4,g48,g53
n32,g11,g84
n72,g15,g94
n83,g0,g56
n74,g49,g27
n26,g78,g77
n21,g70,g60
n60,g27,g84
n20,g90,g26
n73,g18,g43
n51,g35,g51
n69,g16,g24
n71,g36,g8
n28,g37,g94
n77,g81,g5
n14,g90,g69
n45,g59,g27
n39,g48,g45
n5,g48,g19
n23,g88,g12
n24,g80,g56
n54,g96,g46
n16,g47,g18
n82,g28,g45
n17,g87,g65
n18,g31,g36
n63,g79,g83
n9,g89,g72
n25,g6,g85
n30,g98,g67
n31,g70,g9
n10,g42,g1
n43,g44,g61
n68,g91,g26
n34,g70,g11
n8,g5,g32
n79,g89,g36
n53,g68,g62
n55,g99,g24
n38,g32,g9
n33,g28,g38
n62,g98,g72
n11,g49,g92
n27,g99,g39
n50,g30,g49
n44,g3,g25
n12,g7,g73
n67,g50,g56
n75,g58,g61
n80,g90,g71
n0,g83,g1
n22,g53,g10
n81,g4,g88
n58,g87,g95
n36,g33,g45
n42,g16,g52
n61,g24,g98
n78,g43,g78
n3,g36,g71
n29,g78,g75
n47,g55,g53
n49,g44,g15
n52,g61,g86
n59,g67,g5
n57,g71,g24
n66,g6,g41
n37,g95,g21
n13,g55,g87
n40,g57,g50
n19,g5,g41
n46,g92,g89
n7,g83,g81
n15,g63,g34
n48,g94,g56
n41,g39,g14
n76,g86,g10
n64,g38,g24
n56,g54,g60
n2,g83,g36
n1,g98,g93
