n70,g20,g34
n65,g60,g37
n6,g50,g17
n35,g83,g80
n4,g95,g57
n32,g27,g32
n72,g36,g49
n83,g79,g89
n74,g69,g58
n26,g53,g96
n21,g75,g12
n60,g78,g32
n20,g41,g25
n73,g46,g99
n51,g85,g99
n69,g8,g66
n71,g22,g73
n28,g94,g72
n77,g31,g77
n14,g16,g70
n45,g75,g51
n39,g74,g32
n5,g39,g56
n23,g70,g24
n24,g99,g10
n54,g14,g36
n16,g24,g88
n82,g80,g90
n17,g81,g1
n18,g4,g43
n63,g79,g96
n9,g6,g48
n25,g85,g64
n30,g39,g65
n31,g73,g11
n10,g35,g29
n43,g46,g96
n68,g82,g75
n34,g16,g66
n8,g93,g5
n79,g40,g98
n53,g88,g61
n55,g73,g72
n38,g4,g53
n33,g75,g21
n62,g84,g74
n11,g52,g6
n27,g78,g23
n50,g92,g9
n44,g70,g57
n12,g61,g51
n67,g12,g7
n75,g61,g52
n80,g24,g7
n0,g37,g33
n22,g86,g65
n81,g6,g13
n58,g94,g56
n36,g72,g50
n42,g44,g97
n61,g59,g78
n78,g32,g47
n3,g17,g87
n29,g71,g57
n47,g13,g66
n49,g10,g19
n52,g50,g96
n59,g60,g91
n57,g15,g82
n66,g26,g93
n37,g35,g25
n13,g27,g62
n40,g13,g84
n19,g61,g55
n46,g42,g66
n7,g44,g40
n15,g47,g83
n48,g43,g50
n41,g21,g18
n76,g59,g45
n64,g74,g54
n56,g23,g93
n2,g65,g47
n1,g93,g78
