n0,g47,g54
n1,g6,g90
n2,g88,g62
n3,g58,g57
n4,g30,g96
n5,g81,g66
n6,g15,g33
n7,g30,g7
n8,g91,g77
n9,g31,g14
n10,g22,g50
n11,g7,g39
n12,g33,g65
n13,g3,g70
n14,g31,g52
n15,g52,g4
n16,g68,g6
n17,g32,g56
n18,g17,g39
n19,g76,g30
n20,g65,g89
n21,g82,g60
n22,g49,g1
n23,g29,g48
n24,g86,g64
n25,g78,g87
n26,g8,g70
n27,g1,g83
n28,g42,g39
n29,g75,g32
n30,g2,g32
n31,g84,g60
n32,g49,g60
n33,g60,g40
n34,g17,g1
n35,g93,g52
n36,g69,g45
n37,g54,g53
n38,g95,g49
n39,g48,g95
n40,g59,g69
n41,g20,g82
n42,g34,g98
n43,g63,g4
n44,g34,g20
n45,g70,g75
n46,g16,g76
n47,g35,g10
n48,g91,g35
n49,g97,g4
n50,g10,g41
n51,g21,g61
n52,g32,g78
