n0,g24,g19
n1,g71,g74
n2,g44,g22
n3,g68,g97
n4,g66,g84
n5,g32,g82
n6,g14,g23
n7,g94,g76
n8,g21,g34
n9,g65,g83
n10,g20,g0
n11,g58,g44
n12,g15,g3
n13,g60,g72
n14,g50,g40
n15,g70,g89
n16,g32,g76
n17,g25,g57
n18,g37,g1
n19,g79,g13
n20,g25,g51
n21,g94,g54
n22,g99,g9
n23,g81,g61
n24,g28,g23
n25,g86,g79
n26,g63,g7
n27,g96,g1
n28,g86,g34
n29,g87,g31
n30,g15,g5
n31,g95,g45
n32,g88,g53
n33,g77,g86
n34,g65,g80
n35,g93,g62
n36,g47,g37
n37,g22,g70
n38,g62,g15
n39,g90,g93
n40,g28,g38
n41,g9,g93
n42,g96,g22
n43,g27,g39
n44,g41,g12
n45,g48,g25
n46,g75,g51
n47,g35,g28
n48,g86,g57
n49,g88,g60
n50,g9,g91
n51,g10,g40
n52,g70,g92
n53,g98,g29
n54,g14,g54
n55,g79,g33
n56,g99,g8
n57,g18,g72
n58,g78,g84
n59,g8,g48
n60,g65,g62
n61,g35,g47
n62,g56,g23
n63,g36,g74
